text,link,depth
"[‘Return population of Tel Aviv’; Return population of Berlin’; Return which is bigger between #1 and #2’]Step 1: Population of Tel Aviv. Result - 451523.Step 1: Population of Berlin. Result - 3664088.Step 3: Which is bigger,  #1 or #2. Result - Berlin.",https://www.ai21.com/blog/announcing-amazon-partnership,8
"Jurassic-X breaks down compositional questions, answers the basic sub-questions, and puts together the answer. Importantly, this process is transparent to the user greatly increasing the trust in the system",https://www.ai21.com/blog/announcing-amazon-partnership,7
Dynamic information (like weather and currency exchange rates),https://www.ai21.com/blog/announcing-amazon-partnership,8
"Certain types of information change continuously - weather, currency exchange rates, share values and more. Such information will never be captured by language models, yet can easily be handled by Jurassic-X by integrating it with a reliable source of information. We performed a proof-of-concept on two such features - weather and currency exchange rates, and the design enables quick integration with more sources to solve your use-case.Weather - a loosely phrased question about the weather elicits an answer from all language models, where language models always return the same answer, regardless of when the question was asked (funny, right?), while Jurassic-X provides an answer based on the actual weather prediction.",https://www.ai21.com/blog/announcing-amazon-partnership,8
I’m going to be in New-York in 3 days. Should I pack my umbrella?,https://www.ai21.com/blog/announcing-amazon-partnership,7
"Yes, you should pack your umbrella.",https://www.ai21.com/blog/announcing-amazon-partnership,10
"Yes, you should. The weather forecast is rain.",https://www.ai21.com/blog/announcing-amazon-partnership,10
(Links to weather websites),https://www.ai21.com/blog/announcing-amazon-partnership,10
"Yes, you should pack your umbrella, because in New York in 3 days there will be broken clouds and the temperature will be -2 degrees.",https://www.ai21.com/blog/announcing-amazon-partnership,10
"Currency exchange rates change much faster than weather predictions, yet the Jurassic-X concept - a language model connected to a reliable source of information - easily solves this problem as well.",https://www.ai21.com/blog/announcing-amazon-partnership,8
How much Moroccan money will I get for 100 bucks?,https://www.ai21.com/blog/announcing-amazon-partnership,7
125 dirhams,https://www.ai21.com/blog/announcing-amazon-partnership,10
100 moroccan dirhams is about 27$.,https://www.ai21.com/blog/announcing-amazon-partnership,10
How much is 100 dollars in moroccan money?,https://www.ai21.com/blog/announcing-amazon-partnership,10
100 dirhams = 10.75 dollars,https://www.ai21.com/blog/announcing-amazon-partnership,10
100 USD = 934.003 MAD,https://www.ai21.com/blog/announcing-amazon-partnership,10
"Jurassic-X combines a language model with access to APIs with continuously changing information. This is demonstrated for weather forecasts and currency exchange rates, and can easily be extended to other information sources",https://www.ai21.com/blog/announcing-amazon-partnership,7
Transparency and trust,https://www.ai21.com/blog/announcing-amazon-partnership,8
"Transparency is a critical element that is lacking in language models, preventing a much wider adoption of these models. This lack of transparency is demonstrated by the answers to the question - “Was Clinton ever elected as president of the United States?”. The answer, of course, depends on which Clinton you have in mind, which is only made clear by Jurassic-X that has a component for disambiguation. More examples of Jurassic-X’s transparency were demonstrated above - displaying the math operation performed to the user, and the answer to the simple sub-questions in the multi-step setting.",https://www.ai21.com/blog/announcing-amazon-partnership,8
Was Clinton ever elected president of the United States?,https://www.ai21.com/blog/announcing-amazon-partnership,7
"No, Clinton was never elected as president of the United States.",https://www.ai21.com/blog/announcing-amazon-partnership,10
Clinton was elected president in the 1992 presidential elections…,https://www.ai21.com/blog/announcing-amazon-partnership,10
Bill Clinton was elected president.,https://www.ai21.com/blog/announcing-amazon-partnership,10
"Jurassic-X is designed to be more transparent by displaying which expert answered which part of the question, and by presenting the intermediate steps taken and not just the black-box response",https://www.ai21.com/blog/announcing-amazon-partnership,7
Your Turn,https://www.ai21.com/blog/announcing-amazon-partnership,7
"That's it, you get the picture. The use cases above give you a sense for some things you could do with Jurassic-X, but now it's your turn. A MRKL system such as Jurassic-X is as flexible as your imagination. What do you want to accomplish? Contact us for early access",https://www.ai21.com/blog/announcing-amazon-partnership,8
Contact us below and we will get back to you shortly.,https://www.ai21.com/blog/announcing-amazon-partnership,9
Thank you!,https://www.ai21.com/blog/announcing-amazon-partnership,9
Your submission has been received!,https://www.ai21.com/blog/announcing-amazon-partnership,9
Oops! Something went wrong while submitting the form.,https://www.ai21.com/blog/announcing-amazon-partnership,9
Related Articles,https://www.ai21.com/blog/announcing-amazon-partnership,5
AI21 Labs’ Summarize API Outperforms OpenAI's Models in Human Evaluation,https://www.ai21.com/blog/announcing-amazon-partnership,9
"The performance of AI21 Labs’ Summarize API was evaluated against GPT's Davinci-003 and GPT-3.5-Turbo models, using automated metrics and human evaluation. Summarize API produces shorter summaries with higher pass rates and better faithfulness scores in all experiments utilizing real-world data.",https://www.ai21.com/blog/announcing-amazon-partnership,10
